transaction_id,transaction_date,customer_id,product_id,product_name,category,quantity,unit_price,discount,region,sales_channel,payment_method
TXN1000228,2024-07-12,CUST000208,P4001,Running Shoes,Apparel,1,133.51,0.1,South,Inside Sales,Credit Card
TXN1000229,2022-10-03,CUST000425,P1002,Wireless Headphones,Electronics,3,161.91,0.0,West,Retail Store,PayPal
TXN1000230,2023-12-22,CUST015744,P1002,Wireless Headphones,Electronics,4,165.24,0.1,Midwest,Partner,Invoice
TXN1000231,2022-11-23,CUST002678,P3001,Coffee Maker,Home & Kitchen,7,101.37,0.0,Midwest,Online,Debit Card
TXN1000232,2025-10-21,CUST006886,P6001,Commercial Printer,Office Supplies,2,414.72,0.0,West,Partner,Debit Card
TXN1000233,2024-12-04,CUST006902,P4001,Running Shoes,Apparel,1,127.17,0.15,Northeast,Partner,Credit Card
TXN1000234,2022-10-05,CUST004375,P5003,Security Monitoring Plan,Software,1,153.85,0.05,Midwest,Online,PayPal
TXN1000235,2023-03-17,CUST008684,P5001,Project Management Suite,Software,2,38.06,0.0,Midwest,Inside Sales,Invoice
TXN1000236,2025-06-25,CUST009563,P3001,Coffee Maker,Home & Kitchen,1,124.61,0.15,West,Retail Store,Credit Card
TXN1000237,2024-04-15,CUST012503,P5001,Project Management Suite,Software,2,45.4,0.1,Northeast,Retail Store,PayPal
TXN1000238,2023-06-30,CUST009793,P1001,Laptop Pro 14,Electronics,7,1497.44,0.0,South,Retail Store,Credit Card
TXN1000239,2024-06-18,CUST004727,P1002,Wireless Headphones,Electronics,2,153.82,0.0,Northeast,Inside Sales,PayPal
TXN1000240,2023-08-18,CUST011759,P5002,Analytics Platform License,Software,1,213.28,0.0,West,Partner,Invoice
TXN1000241,2025-09-19,CUST012118,P5001,Project Management Suite,Software,2,36.62,0.05,South,Partner,Credit Card
TXN1000242,2025-07-25,CUST001237,P1004,4K Monitor,Electronics,2,398.98,0.1,International,Wholesale,PayPal
TXN1000243,2022-09-17,CUST012475,P3002,Air Fryer,Home & Kitchen,1,112.5,0.0,West,Retail Store,Debit Card
TXN1000244,2024-10-10,CUST010621,P4001,Running Shoes,Apparel,2,131.19,0.0,West,Retail Store,Debit Card
TXN1000245,2025-06-03,CUST013405,P5002,Analytics Platform License,Software,7,238.46,0.0,West,Wholesale,Invoice
TXN1000246,2022-11-20,CUST015789,P4001,Running Shoes,Apparel,1,131.25,0.0,Northeast,Online,PayPal
TXN1000247,2025-07-22,CUST005032,P2003,Bookshelf,Furniture,2,203.42,0.15,Northeast,Online,ACH
TXN1000248,2023-09-30,CUST009218,P2002,Standing Desk,Furniture,2,667.9,0.0,Midwest,Online,PayPal
TXN1000249,2023-04-17,CUST005514,P3001,Coffee Maker,Home & Kitchen,4,137.84,0.0,Northeast,Online,Debit Card
TXN1000250,2025-12-15,CUST007745,P4002,Performance Jacket,Apparel,2,180.26,0.0,Midwest,Wholesale,Credit Card
TXN1000251,2024-10-24,CUST010766,P5002,Analytics Platform License,Software,5,207.37,0.25,Northeast,Online,Credit Card
TXN1000252,2023-03-19,CUST006802,P3001,Coffee Maker,Home & Kitchen,4,116.69,0.25,International,Online,Credit Card
TXN1000253,2024-02-28,CUST007304,P1004,4K Monitor,Electronics,3,357.95,0.0,South,Wholesale,PayPal
TXN1000254,2024-08-24,CUST000581,P1004,4K Monitor,Electronics,1,372.03,0.05,Midwest,Online,Debit Card
TXN1000255,2024-11-21,CUST014891,P4003,Travel Backpack,Apparel,2,105.96,0.0,Midwest,Online,Credit Card
TXN1000256,2022-11-18,CUST009171,P5001,Project Management Suite,Software,4,39.79,0.15,International,Retail Store,Credit Card
TXN1000257,2024-07-15,CUST005638,P1002,Wireless Headphones,Electronics,6,154.88,0.0,West,Wholesale,Credit Card
TXN1000258,2025-06-17,CUST015550,P1001,Laptop Pro 14,Electronics,5,1260.26,0.1,West,Retail Store,Debit Card
TXN1000259,2025-04-10,CUST006959,P4001,Running Shoes,Apparel,5,138.92,0.1,South,Online,ACH
TXN1000260,2023-03-25,CUST010812,P1003,Smartphone Max,Electronics,3,879.6,0.15,South,Online,ACH
TXN1000261,2025-11-30,CUST000561,P5002,Analytics Platform License,Software,1,275.37,0.1,South,Wholesale,Credit Card
TXN1000262,2022-01-24,CUST006143,P2001,Office Chair,Furniture,2,227.41,0.0,South,Online,Credit Card
TXN1000263,2025-02-26,CUST005761,P1003,Smartphone Max,Electronics,3,876.46,0.1,West,Online,Credit Card
TXN1000264,2023-05-02,CUST014200,P5003,Security Monitoring Plan,Software,4,168.33,0.05,South,Inside Sales,Credit Card
TXN1000265,2025-10-28,CUST004924,P1003,Smartphone Max,Electronics,1,886.19,0.15,Midwest,Online,Invoice
TXN1000266,2025-07-07,CUST012986,P2001,Office Chair,Furniture,1,237.77,0.0,Northeast,Inside Sales,PayPal
TXN1000267,2025-08-05,CUST010747,P1003,Smartphone Max,Electronics,1,841.24,0.2,International,Online,PayPal
TXN1000268,2023-01-04,CUST006119,P1002,Wireless Headphones,Electronics,4,136.86,0.05,International,Online,Credit Card
TXN1000269,2025-03-29,CUST011588,P1001,Laptop Pro 14,Electronics,3,1402.27,0.05,Midwest,Online,Invoice
TXN1000270,2023-05-27,CUST011452,P1001,Laptop Pro 14,Electronics,4,1234.26,0.0,International,Inside Sales,Credit Card
TXN1000271,2023-11-05,CUST013263,P1003,Smartphone Max,Electronics,1,902.38,0.25,West,Partner,Debit Card
TXN1000272,2025-09-09,CUST013194,P1001,Laptop Pro 14,Electronics,5,1361.85,0.0,Northeast,Online,Credit Card
TXN1000273,2024-11-30,CUST008863,P4001,Running Shoes,Apparel,1,139.39,0.15,International,Partner,Credit Card
TXN1000274,2024-08-19,CUST002300,P4002,Performance Jacket,Apparel,1,186.32,0.3,South,Online,Credit Card
TXN1000275,2022-08-02,CUST001589,P2003,Bookshelf,Furniture,3,154.66,0.3,Northeast,Online,Credit Card
TXN1000276,2024-03-14,CUST010410,P2001,Office Chair,Furniture,3,233.85,0.0,International,Retail Store,Credit Card
TXN1000277,2022-07-25,CUST000009,P3002,Air Fryer,Home & Kitchen,1,144.75,0.0,Northeast,Partner,Credit Card
TXN1000278,2022-05-14,CUST015806,P5002,Analytics Platform License,Software,3,246.61,0.0,Midwest,Partner,Credit Card
TXN1000279,2025-11-04,CUST002168,P5002,Analytics Platform License,Software,4,239.33,0.0,International,Retail Store,Credit Card
TXN1000280,2024-06-10,CUST002376,P1001,Laptop Pro 14,Electronics,2,1376.05,0.0,International,Inside Sales,ACH
TXN1000281,2022-01-12,CUST000330,P1003,Smartphone Max,Electronics,1,952.07,0.0,West,Retail Store,PayPal
TXN1000282,2023-11-29,CUST014492,P1004,4K Monitor,Electronics,5,349.09,0.0,West,Retail Store,ACH
TXN1000283,2023-03-12,CUST006623,P1004,4K Monitor,Electronics,1,372.92,0.0,South,Wholesale,Debit Card
TXN1000284,2022-09-08,CUST001996,P3003,Cookware Set,Home & Kitchen,6,269.01,0.0,International,Wholesale,Credit Card
TXN1000285,2025-05-05,CUST002438,P2003,Bookshelf,Furniture,5,165.82,0.0,Northeast,Inside Sales,PayPal
TXN1000286,2022-09-08,CUST014101,P1001,Laptop Pro 14,Electronics,1,1270.56,0.25,South,Inside Sales,Credit Card
TXN1000287,2022-09-26,CUST015117,P2002,Standing Desk,Furniture,2,546.01,0.0,Northeast,Partner,Credit Card
TXN1000288,2022-12-13,CUST003053,P3002,Air Fryer,Home & Kitchen,2,120.0,0.1,West,Online,Credit Card
TXN1000289,2024-11-21,CUST015265,P1002,Wireless Headphones,Electronics,1,143.39,0.0,Northeast,Online,Credit Card
TXN1000290,2022-10-28,CUST000135,P5002,Analytics Platform License,Software,2,253.56,0.0,Northeast,Retail Store,Credit Card
TXN1000291,2023-05-09,CUST002058,P1001,Laptop Pro 14,Electronics,3,1290.34,0.0,South,Partner,Debit Card
TXN1000292,2025-09-06,CUST001180,P5003,Security Monitoring Plan,Software,2,156.51,0.3,South,Wholesale,ACH
TXN1000293,2024-04-29,CUST014427,P1002,Wireless Headphones,Electronics,4,160.49,0.0,Northeast,Online,Debit Card
TXN1000294,2022-10-05,CUST009252,P5002,Analytics Platform License,Software,2,214.21,0.1,Northeast,Retail Store,Credit Card
TXN1000295,2025-07-05,CUST008189,P5003,Security Monitoring Plan,Software,1,166.67,0.0,Northeast,Online,Credit Card
TXN1000296,2024-01-24,CUST008475,P6001,Commercial Printer,Office Supplies,6,419.65,0.05,Northeast,Partner,Credit Card
TXN1000297,2025-05-29,CUST010623,P5001,Project Management Suite,Software,4,41.9,0.1,Midwest,Inside Sales,Credit Card
TXN1000298,2022-05-20,CUST014990,P5001,Project Management Suite,Software,4,35.19,0.1,South,Retail Store,Invoice
TXN1000299,2022-09-19,CUST015842,P4001,Running Shoes,Apparel,1,128.47,0.05,West,Online,Credit Card
TXN1000300,2022-06-09,CUST015890,P5001,Project Management Suite,Software,2,36.97,0.0,South,Inside Sales,Debit Card
TXN1000301,2023-12-12,CUST001852,P1002,Wireless Headphones,Electronics,1,152.39,0.25,South,Partner,Debit Card
TXN1000302,2023-08-15,CUST009616,P3003,Cookware Set,Home & Kitchen,1,239.2,0.0,South,Online,Credit Card
TXN1000303,2023-09-25,CUST003023,P3002,Air Fryer,Home & Kitchen,4,135.56,0.15,Northeast,Partner,ACH
TXN1000304,2023-07-15,CUST005028,P5002,Analytics Platform License,Software,1,259.27,0.0,Northeast,Inside Sales,Debit Card
TXN1000305,2023-10-06,CUST002687,P3001,Coffee Maker,Home & Kitchen,2,103.04,0.0,International,Wholesale,Credit Card
TXN1000306,2023-08-06,CUST005937,P2003,Bookshelf,Furniture,3,180.65,0.05,South,Online,Credit Card
TXN1000307,2022-09-16,CUST015018,P4001,Running Shoes,Apparel,1,125.25,0.05,West,Wholesale,Debit Card
TXN1000308,2024-05-05,CUST009581,P1004,4K Monitor,Electronics,1,339.55,0.15,Midwest,Online,Credit Card
TXN1000309,2025-07-19,CUST005443,P1002,Wireless Headphones,Electronics,3,150.01,0.1,South,Online,Debit Card
TXN1000310,2025-12-25,CUST010649,P3002,Air Fryer,Home & Kitchen,2,136.69,0.0,International,Inside Sales,PayPal
TXN1000311,2022-07-16,CUST015474,P2003,Bookshelf,Furniture,3,185.7,0.0,Northeast,Inside Sales,PayPal
TXN1000312,2023-09-19,CUST005766,P1004,4K Monitor,Electronics,1,366.24,0.05,International,Retail Store,Credit Card
TXN1000313,2022-12-22,CUST008011,P2002,Standing Desk,Furniture,2,585.8,0.05,South,Retail Store,ACH
TXN1000314,2024-05-01,CUST014944,P2002,Standing Desk,Furniture,4,594.5,0.05,West,Wholesale,Credit Card
TXN1000315,2023-07-06,CUST003711,P2001,Office Chair,Furniture,3,218.03,0.0,West,Wholesale,Credit Card
TXN1000316,2025-07-31,CUST013996,P2002,Standing Desk,Furniture,5,588.29,0.1,South,Wholesale,Debit Card
TXN1000317,2025-10-20,CUST000651,P4002,Performance Jacket,Apparel,1,156.83,0.0,Northeast,Inside Sales,PayPal
TXN1000318,2023-05-15,CUST001655,P2001,Office Chair,Furniture,2,231.93,0.0,West,Wholesale,ACH
TXN1000319,2023-07-01,CUST006945,P5003,Security Monitoring Plan,Software,2,166.64,0.0,West,Retail Store,ACH
TXN1000320,2024-03-08,CUST005378,P5003,Security Monitoring Plan,Software,1,169.1,0.0,South,Retail Store,PayPal
TXN1000321,2024-08-12,CUST013107,P3002,Air Fryer,Home & Kitchen,3,136.16,0.15,West,Partner,Credit Card
TXN1000322,2025-01-05,CUST012326,P2001,Office Chair,Furniture,4,236.32,0.2,Midwest,Online,Invoice
TXN1000323,2022-06-21,CUST011612,P3003,Cookware Set,Home & Kitchen,1,291.92,0.05,West,Partner,Debit Card
TXN1000324,2022-04-06,CUST002777,P5002,Analytics Platform License,Software,2,251.65,0.0,South,Online,Credit Card
TXN1000325,2024-10-11,CUST014088,P4002,Performance Jacket,Apparel,5,181.53,0.2,Northeast,Wholesale,Credit Card
TXN1000326,2023-12-09,CUST012648,P5001,Project Management Suite,Software,1,40.18,0.0,Northeast,Retail Store,ACH
TXN1000327,2024-10-04,CUST006188,P3002,Air Fryer,Home & Kitchen,4,148.34,0.2,Midwest,Online,Credit Card
TXN1000328,2023-04-07,CUST012820,P4001,Running Shoes,Apparel,1,141.49,0.1,International,Inside Sales,Invoice
TXN1000329,2022-10-04,CUST007008,P2001,Office Chair,Furniture,1,229.37,0.2,West,Online,ACH
TXN1000330,2022-07-07,CUST015988,P4003,Travel Backpack,Apparel,4,104.01,0.0,South,Online,Invoice
TXN1000331,2025-03-11,CUST013413,P1003,Smartphone Max,Electronics,1,1020.34,0.15,West,Retail Store,Credit Card
TXN1000332,2023-09-07,CUST001501,P4002,Performance Jacket,Apparel,3,194.83,0.0,South,Retail Store,Debit Card
TXN1000333,2022-05-27,CUST011456,P5002,Analytics Platform License,Software,4,262.67,0.0,Midwest,Wholesale,Credit Card
TXN1000334,2022-12-28,CUST000844,P1002,Wireless Headphones,Electronics,2,177.94,0.15,South,Online,Credit Card
TXN1000335,2025-07-08,CUST005318,P4001,Running Shoes,Apparel,2,133.06,0.15,Midwest,Retail Store,ACH
TXN1000336,2023-12-12,CUST012954,P1002,Wireless Headphones,Electronics,1,149.79,0.15,Midwest,Online,ACH
TXN1000337,2025-06-26,CUST011216,P4003,Travel Backpack,Apparel,3,93.8,0.15,International,Online,Debit Card
TXN1000338,2025-11-02,CUST004841,P1002,Wireless Headphones,Electronics,3,151.75,0.2,South,Wholesale,Credit Card
TXN1000339,2022-05-02,CUST010006,P5003,Security Monitoring Plan,Software,1,163.55,0.1,South,Online,Credit Card
TXN1000340,2025-10-31,CUST000817,P1002,Wireless Headphones,Electronics,1,174.28,0.1,Northeast,Retail Store,Credit Card
TXN1000341,2023-07-22,CUST008958,P6001,Commercial Printer,Office Supplies,3,508.26,0.0,West,Online,Credit Card
TXN1000342,2024-11-05,CUST000595,P5001,Project Management Suite,Software,4,47.93,0.05,International,Retail Store,Credit Card
TXN1000343,2023-09-07,CUST008133,P4001,Running Shoes,Apparel,4,118.75,0.15,International,Partner,Debit Card
TXN1000344,2024-07-12,CUST013268,P5001,Project Management Suite,Software,1,34.43,0.25,South,Retail Store,PayPal
TXN1000345,2024-09-30,CUST006553,P5001,Project Management Suite,Software,1,39.02,0.25,Midwest,Partner,Credit Card
TXN1000346,2022-08-08,CUST003908,P5003,Security Monitoring Plan,Software,1,148.81,0.0,South,Partner,Debit Card
TXN1000347,2023-10-15,CUST009542,P1004,4K Monitor,Electronics,3,347.71,0.1,International,Online,Credit Card
TXN1000348,2022-11-15,CUST001774,P4001,Running Shoes,Apparel,4,129.75,0.1,Northeast,Partner,Credit Card
TXN1000349,2022-07-19,CUST004531,P1002,Wireless Headphones,Electronics,1,162.59,0.0,West,Online,ACH
TXN1000350,2024-06-09,CUST006998,P4001,Running Shoes,Apparel,6,141.24,0.15,Midwest,Wholesale,Credit Card
TXN1000351,2024-10-14,CUST015876,P1003,Smartphone Max,Electronics,3,814.28,0.15,Midwest,Online,Credit Card
TXN1000352,2023-01-15,CUST015766,P3003,Cookware Set,Home & Kitchen,1,256.22,0.0,Midwest,Retail Store,ACH
TXN1000353,2022-01-14,CUST011101,P3003,Cookware Set,Home & Kitchen,1,242.03,0.0,South,Online,Credit Card
TXN1000354,2025-12-01,CUST015429,P3001,Coffee Maker,Home & Kitchen,1,117.99,0.05,Midwest,Wholesale,Credit Card
TXN1000355,2023-12-05,CUST014051,P3002,Air Fryer,Home & Kitchen,3,140.32,0.0,West,Online,Credit Card
TXN1000356,2024-09-05,CUST001712,P5001,Project Management Suite,Software,3,40.21,0.25,International,Retail Store,ACH
TXN1000357,2022-05-15,CUST006164,P5001,Project Management Suite,Software,1,39.93,0.05,South,Online,Credit Card
TXN1000358,2024-07-20,CUST010472,P3002,Air Fryer,Home & Kitchen,2,144.01,0.3,South,Retail Store,Credit Card
TXN1000359,2025-01-24,CUST003764,P4001,Running Shoes,Apparel,5,125.86,0.0,Northeast,Partner,Credit Card
TXN1000360,2022-03-31,CUST009423,P5003,Security Monitoring Plan,Software,4,147.48,0.1,Midwest,Online,Credit Card
TXN1000361,2024-02-15,CUST005117,P1002,Wireless Headphones,Electronics,5,133.85,0.1,West,Retail Store,Debit Card
TXN1000362,2022-08-22,CUST005729,P1002,Wireless Headphones,Electronics,1,162.01,0.15,Midwest,Wholesale,Invoice
TXN1000363,2022-08-29,CUST014901,P1002,Wireless Headphones,Electronics,1,158.14,0.15,Northeast,Retail Store,ACH
TXN1000364,2024-07-12,CUST004759,P4002,Performance Jacket,Apparel,4,199.74,0.0,South,Online,Debit Card
TXN1000365,2024-07-19,CUST008135,P2003,Bookshelf,Furniture,3,188.01,0.05,South,Partner,ACH
TXN1000366,2024-04-10,CUST008371,P5001,Project Management Suite,Software,2,38.38,0.15,Northeast,Online,PayPal
TXN1000367,2024-01-20,CUST006597,P4002,Performance Jacket,Apparel,1,181.95,0.0,Midwest,Online,Debit Card
TXN1000368,2023-11-30,CUST012142,P2002,Standing Desk,Furniture,4,595.67,0.15,Midwest,Retail Store,Credit Card
TXN1000369,2023-12-12,CUST004265,P5003,Security Monitoring Plan,Software,1,170.14,0.0,South,Partner,Credit Card
TXN1000370,2023-05-29,CUST009676,P5001,Project Management Suite,Software,1,39.63,0.05,South,Partner,ACH
TXN1000371,2023-01-15,CUST002857,P1004,4K Monitor,Electronics,1,359.68,0.0,Midwest,Retail Store,ACH
TXN1000372,2023-01-30,CUST005538,P2002,Standing Desk,Furniture,2,601.19,0.05,West,Retail Store,PayPal
TXN1000373,2025-09-14,CUST014393,P2001,Office Chair,Furniture,2,222.61,0.0,Northeast,Partner,Credit Card
TXN1000374,2023-02-01,CUST013173,P1003,Smartphone Max,Electronics,6,839.91,0.05,West,Inside Sales,Credit Card
TXN1000375,2023-07-27,CUST007544,P1003,Smartphone Max,Electronics,3,724.22,0.05,Northeast,Partner,Credit Card
TXN1000376,2024-01-09,CUST007979,P5003,Security Monitoring Plan,Software,3,171.04,0.1,South,Online,Credit Card
TXN1000377,2024-12-24,CUST009196,P3001,Coffee Maker,Home & Kitchen,6,115.57,0.05,West,Wholesale,Debit Card
TXN1000378,2025-02-22,CUST010630,P2003,Bookshelf,Furniture,1,169.81,0.1,International,Online,Credit Card
TXN1000379,2024-12-02,CUST003334,P4003,Travel Backpack,Apparel,5,94.43,0.0,West,Online,Credit Card
TXN1000380,2023-04-09,CUST014306,P3003,Cookware Set,Home & Kitchen,1,251.41,0.0,Northeast,Online,PayPal
TXN1000381,2022-09-21,CUST010778,P5003,Security Monitoring Plan,Software,1,143.16,0.0,South,Inside Sales,Credit Card
TXN1000382,2025-05-02,CUST009446,P5001,Project Management Suite,Software,1,33.62,0.0,Northeast,Online,Credit Card
TXN1000383,2025-07-26,CUST003791,P3002,Air Fryer,Home & Kitchen,1,138.06,0.0,Midwest,Online,ACH
TXN1000384,2025-09-21,CUST012873,P2002,Standing Desk,Furniture,1,593.82,0.0,South,Wholesale,PayPal
TXN1000385,2025-07-03,CUST004655,P6002,Desk Organizer Set,Office Supplies,1,37.72,0.0,West,Online,Debit Card
TXN1000386,2023-07-08,CUST006803,P4003,Travel Backpack,Apparel,5,96.89,0.05,Northeast,Partner,Credit Card
TXN1000387,2022-09-08,CUST008829,P5003,Security Monitoring Plan,Software,2,186.46,0.2,West,Online,ACH
TXN1000388,2024-10-01,CUST000725,P1002,Wireless Headphones,Electronics,2,137.34,0.0,South,Online,Invoice
TXN1000389,2024-09-02,CUST001743,P5002,Analytics Platform License,Software,3,237.63,0.15,West,Online,Credit Card
TXN1000390,2022-12-29,CUST001876,P4001,Running Shoes,Apparel,2,141.37,0.2,South,Retail Store,Credit Card
TXN1000391,2024-07-20,CUST004754,P1002,Wireless Headphones,Electronics,5,147.33,0.0,South,Online,Credit Card
TXN1000392,2025-12-30,CUST005852,P4001,Running Shoes,Apparel,2,142.29,0.2,South,Wholesale,PayPal
TXN1000393,2022-09-29,CUST000405,P4002,Performance Jacket,Apparel,5,208.35,0.0,West,Online,PayPal
TXN1000394,2023-08-02,CUST003833,P1001,Laptop Pro 14,Electronics,1,1322.14,0.25,Midwest,Retail Store,Credit Card
TXN1000395,2023-08-21,CUST008531,P3001,Coffee Maker,Home & Kitchen,2,112.98,0.0,International,Inside Sales,Credit Card
TXN1000396,2022-11-23,CUST008380,P5002,Analytics Platform License,Software,3,264.9,0.05,Northeast,Online,Credit Card
TXN1000397,2025-03-14,CUST009837,P2001,Office Chair,Furniture,1,204.72,0.0,International,Inside Sales,PayPal
TXN1000398,2024-11-15,CUST012109,P3001,Coffee Maker,Home & Kitchen,3,116.77,0.1,Northeast,Inside Sales,Credit Card
TXN1000399,2022-11-27,CUST012976,P3001,Coffee Maker,Home & Kitchen,1,120.55,0.05,Midwest,Wholesale,Credit Card
TXN1000400,2025-07-02,CUST002569,P2001,Office Chair,Furniture,1,240.13,0.15,Northeast,Wholesale,ACH
TXN1000401,2023-10-08,CUST006088,P5003,Security Monitoring Plan,Software,3,156.21,0.05,South,Online,Debit Card
TXN1000402,2024-04-05,CUST011068,P5001,Project Management Suite,Software,2,39.24,0.1,West,Retail Store,Credit Card
TXN1000403,2024-10-20,CUST001023,P1002,Wireless Headphones,Electronics,5,152.66,0.25,South,Online,ACH
TXN1000404,2025-07-26,CUST006186,P6002,Desk Organizer Set,Office Supplies,1,34.25,0.15,West,Online,Credit Card
TXN1000405,2022-12-07,CUST012714,P5002,Analytics Platform License,Software,3,239.98,0.1,West,Online,Credit Card
TXN1000406,2024-06-09,CUST010698,P2001,Office Chair,Furniture,4,231.86,0.2,Midwest,Online,Credit Card
TXN1000407,2024-10-02,CUST001112,P5002,Analytics Platform License,Software,2,274.76,0.15,International,Online,Credit Card
TXN1000408,2025-08-13,CUST011234,P1002,Wireless Headphones,Electronics,6,159.07,0.0,West,Partner,PayPal
TXN1000409,2025-02-12,CUST002873,P6002,Desk Organizer Set,Office Supplies,3,30.25,0.1,International,Retail Store,Credit Card
TXN1000410,2025-09-23,CUST012954,P4002,Performance Jacket,Apparel,3,180.05,0.2,Midwest,Online,Credit Card
TXN1000411,2022-05-15,CUST006283,P4002,Performance Jacket,Apparel,2,175.28,0.0,International,Online,Debit Card
TXN1000412,2023-10-08,CUST005475,P1002,Wireless Headphones,Electronics,1,147.36,0.2,Northeast,Online,Credit Card
TXN1000413,2023-04-15,CUST006246,P5003,Security Monitoring Plan,Software,1,165.56,0.1,International,Retail Store,ACH
TXN1000414,2023-12-29,CUST012717,P1001,Laptop Pro 14,Electronics,3,1539.86,0.25,South,Partner,Debit Card
TXN1000415,2025-04-22,CUST009117,P1004,4K Monitor,Electronics,1,386.09,0.2,Northeast,Online,Credit Card
TXN1000416,2023-12-24,CUST013630,P1003,Smartphone Max,Electronics,5,943.48,0.0,West,Retail Store,Credit Card
TXN1000417,2022-03-09,CUST003940,P5001,Project Management Suite,Software,1,34.64,0.0,West,Retail Store,Credit Card
TXN1000418,2024-10-01,CUST013488,P1003,Smartphone Max,Electronics,2,847.46,0.15,Midwest,Online,Credit Card
TXN1000419,2022-01-20,CUST013972,P5003,Security Monitoring Plan,Software,2,162.79,0.0,South,Retail Store,Credit Card
TXN1000420,2022-06-18,CUST012878,P4002,Performance Jacket,Apparel,2,185.64,0.2,West,Retail Store,Credit Card
TXN1000421,2024-12-08,CUST006944,P1001,Laptop Pro 14,Electronics,1,1315.6,0.05,Northeast,Online,Invoice
TXN1000422,2025-05-24,CUST009843,P1001,Laptop Pro 14,Electronics,1,1394.64,0.15,West,Retail Store,Debit Card
TXN1000423,2023-05-04,CUST007243,P1001,Laptop Pro 14,Electronics,3,1242.41,0.0,West,Retail Store,ACH
TXN1000424,2024-05-05,CUST010118,P4001,Running Shoes,Apparel,2,128.61,0.05,Midwest,Partner,Debit Card
TXN1000425,2024-03-30,CUST003851,P5001,Project Management Suite,Software,1,37.29,0.05,Midwest,Online,PayPal
TXN1000426,2022-04-13,CUST015295,P1004,4K Monitor,Electronics,4,353.39,0.0,South,Wholesale,Credit Card
TXN1000427,2024-03-26,CUST003791,P5002,Analytics Platform License,Software,3,259.82,0.15,Northeast,Online,Credit Card
TXN1000428,2022-01-21,CUST008145,P1001,Laptop Pro 14,Electronics,1,1178.85,0.1,Midwest,Retail Store,Debit Card
TXN1000429,2025-05-06,CUST002526,P5001,Project Management Suite,Software,2,32.56,0.15,South,Wholesale,Credit Card
TXN1000430,2024-12-29,CUST012421,P5003,Security Monitoring Plan,Software,1,175.41,0.15,South,Partner,ACH
TXN1000431,2023-03-07,CUST010148,P5001,Project Management Suite,Software,3,40.82,0.15,Midwest,Online,Credit Card
TXN1000432,2023-01-24,CUST004994,P4003,Travel Backpack,Apparel,1,97.53,0.05,Midwest,Retail Store,Invoice
TXN1000433,2022-10-27,CUST014069,P5002,Analytics Platform License,Software,1,239.87,0.15,South,Online,ACH
TXN1000434,2025-11-10,CUST002430,P1001,Laptop Pro 14,Electronics,1,1464.61,0.2,Midwest,Online,ACH
TXN1000435,2025-06-15,CUST005809,P1003,Smartphone Max,Electronics,1,994.6,0.15,Northeast,Retail Store,Credit Card
TXN1000436,2025-06-03,CUST007064,P1002,Wireless Headphones,Electronics,6,143.96,0.15,West,Retail Store,Credit Card
TXN1000437,2023-11-26,CUST010114,P3002,Air Fryer,Home & Kitchen,2,127.6,0.0,Northeast,Online,Debit Card
TXN1000438,2025-04-23,CUST011858,P4003,Travel Backpack,Apparel,1,105.88,0.0,West,Inside Sales,Credit Card
TXN1000439,2024-06-08,CUST015952,P4001,Running Shoes,Apparel,4,112.61,0.25,South,Inside Sales,Credit Card
TXN1000440,2023-04-03,CUST011158,P5002,Analytics Platform License,Software,7,231.85,0.0,West,Online,PayPal
TXN1000441,2023-10-14,CUST005938,P1003,Smartphone Max,Electronics,1,854.94,0.05,Midwest,Retail Store,Credit Card
TXN1000442,2023-09-16,CUST007137,P4003,Travel Backpack,Apparel,1,96.84,0.0,Midwest,Online,Debit Card
TXN1000443,2023-06-24,CUST003961,P1003,Smartphone Max,Electronics,4,917.38,0.05,West,Online,Debit Card
TXN1000444,2022-12-24,CUST010225,P1004,4K Monitor,Electronics,1,307.47,0.05,Northeast,Wholesale,Debit Card
TXN1000445,2023-09-01,CUST006854,P4003,Travel Backpack,Apparel,4,91.37,0.15,International,Online,PayPal
TXN1000446,2024-06-20,CUST013949,P6001,Commercial Printer,Office Supplies,1,429.42,0.0,West,Online,PayPal
TXN1000447,2022-11-03,CUST013227,P4001,Running Shoes,Apparel,6,147.63,0.0,International,Online,Invoice
TXN1000448,2022-08-22,CUST006781,P1001,Laptop Pro 14,Electronics,1,1326.22,0.25,International,Online,Invoice
TXN1000449,2024-10-27,CUST015585,P4001,Running Shoes,Apparel,4,126.74,0.1,Northeast,Partner,PayPal
TXN1000450,2024-02-21,CUST001624,P1001,Laptop Pro 14,Electronics,2,1342.8,0.05,International,Retail Store,PayPal
TXN1000451,2023-06-24,CUST004090,P5002,Analytics Platform License,Software,1,215.95,0.0,Midwest,Retail Store,ACH
TXN1000452,2025-09-14,CUST004353,P4003,Travel Backpack,Apparel,2,98.25,0.1,Midwest,Inside Sales,Credit Card
TXN1000453,2023-11-20,CUST011039,P1003,Smartphone Max,Electronics,4,949.16,0.1,South,Online,Debit Card
TXN1000454,2023-05-25,CUST010646,P1002,Wireless Headphones,Electronics,3,135.66,0.05,Northeast,Retail Store,Credit Card
TXN1000455,2022-11-26,CUST004789,P1003,Smartphone Max,Electronics,1,973.28,0.0,Northeast,Online,PayPal
TXN1000456,2023-05-12,CUST007693,P6001,Commercial Printer,Office Supplies,2,415.78,0.0,Northeast,Inside Sales,Invoice
